ID,predicted_price
PU-1,1.6641068
PU-2,1.670096
PU-3,2.8014529
PU-4,1.5039704
PU-5,3.4567993
PU-6,1.6706495
PU-7,1.8444922
PU-8,1.7679102
PU-9,1.3467228
PU-10,1.69633
PU-11,0.96152675
PU-12,3.6885507
PU-13,0.8667116
PU-14,1.9086348
PU-15,1.6518269
PU-16,0.92923874
PU-17,3.13068
PU-18,2.6237588
PU-19,0.9650731
PU-20,2.937594
PU-21,1.7506782
PU-22,1.7176071
PU-23,3.1425085
PU-24,1.5234586
PU-25,2.595181
PU-26,2.012784
PU-27,2.2143466
PU-28,1.6455153
PU-29,2.6419408
PU-30,1.6114821
PU-31,4.0957446
PU-32,1.2810752
PU-33,2.828574
PU-34,1.7496145
PU-35,1.7488947
PU-36,1.4703876
PU-37,1.7595922
PU-38,3.1083436
PU-39,2.4941459
PU-40,2.2188358
PU-41,1.8905295
PU-42,1.3046689
PU-43,1.4150482
PU-44,1.8887346
PU-45,1.8357359
PU-46,0.9035102
PU-47,1.3995239
PU-48,1.2600176
PU-49,0.71822536
PU-50,2.6884737
PU-51,2.9713664
PU-52,2.1053808
PU-53,2.0920613
PU-54,2.4619064
PU-55,1.0018779
PU-56,4.1472206
PU-57,3.1868086
PU-58,2.716503
PU-59,1.7579657
PU-60,2.3963072
PU-61,1.3613396
PU-62,1.3384596
PU-63,2.229291
PU-64,1.296182
PU-65,5.7531433
PU-66,2.0222635
PU-67,1.9732828
PU-68,1.1337433
PU-69,1.4064312
PU-70,1.9802002
PU-71,1.5422477
PU-72,2.6767344
PU-73,1.4977705
PU-74,2.513349
PU-75,1.7916493
PU-76,0.973776
PU-77,2.1892834
PU-78,0.8137321
PU-79,1.5458895
PU-80,1.1341016
PU-81,1.3310252
PU-82,1.6053271
PU-83,1.5143591
PU-84,2.0375223
PU-85,4.558714
PU-86,1.1346173
PU-87,2.9124708
PU-88,1.1426264
PU-89,3.749737
PU-90,3.4565375
PU-91,0.87128
PU-92,0.96719825
PU-93,2.7398744
PU-94,1.6487957
PU-95,2.207256
PU-96,1.7631477
PU-97,1.4244155
PU-98,2.0171406
PU-99,1.9952965
PU-100,0.96867496
PU-101,1.3079269
PU-102,1.4349462
PU-103,1.1717457
PU-104,1.4087683
PU-105,2.1373398
PU-106,1.4599516
PU-107,0.7976948
PU-108,1.3904766
PU-109,2.1177006
PU-110,1.550003
PU-111,1.2990001
PU-112,2.1960123
PU-113,1.7646327
PU-114,1.9875222
PU-115,1.9984053
PU-116,1.6695768
PU-117,1.8372477
PU-118,1.3953432
PU-119,1.1651213
PU-120,1.4392434
PU-121,1.0817021
PU-122,2.0779188
PU-123,2.7129586
PU-124,2.1652296
PU-125,1.7446654
PU-126,4.7887363
PU-127,1.9636526
PU-128,1.9594834
PU-129,1.5739166
PU-130,1.2153915
PU-131,2.1733587
PU-132,1.0503783
PU-133,2.0462224
PU-134,1.5219458
PU-135,2.0530086
PU-136,1.8906891
PU-137,1.5318723
PU-138,2.113453
PU-139,1.3191862
PU-140,2.4233701
PU-141,3.7354336
PU-142,0.8135002
PU-143,2.2841408
PU-144,1.265928
PU-145,1.8240212
PU-146,1.8404403
PU-147,2.1168375
PU-148,0.9811691
PU-149,1.2866179
PU-150,1.5544941
PU-151,1.2041637
PU-152,1.3782007
PU-153,2.510514
PU-154,1.4170566
PU-155,2.5495238
PU-156,1.6367847
PU-157,1.2629339
PU-158,1.2889804
PU-159,5.609805
PU-160,1.4765936
PU-161,0.84415084
PU-162,1.7961142
PU-163,1.0022994
PU-164,3.4116604
PU-165,5.539878
PU-166,1.2265533
PU-167,1.4387383
PU-168,4.6217365
PU-169,1.9460233
PU-170,1.3817952
PU-171,2.158983
PU-172,1.7031535
PU-173,2.4464145
PU-174,1.3836168
PU-175,1.2938131
PU-176,1.7514488
PU-177,2.703906
PU-178,2.1466026
PU-179,1.6187385
PU-180,1.617012
PU-181,0.8371872
PU-182,3.628562
PU-183,2.1071239
PU-184,2.5678198
PU-185,1.7785289
PU-186,4.7953506
PU-187,2.28362
PU-188,1.331767
PU-189,1.0168065
PU-190,1.6197022
PU-191,3.3169234
PU-192,1.113137
PU-193,1.4674047
PU-194,0.9640869
PU-195,1.8336343
PU-196,4.0294304
PU-197,5.4040775
PU-198,1.1717619
PU-199,1.9268504
PU-200,1.4623494
PU-201,2.7286298
PU-202,0.7688004
PU-203,3.6079204
PU-204,1.850786
PU-205,1.2590128
PU-206,1.3554587
PU-207,1.6157665
PU-208,2.0185652
PU-209,3.4645982
PU-210,2.168632
PU-211,1.2308776
PU-212,1.6658462
PU-213,1.6998559
PU-214,1.4553525
PU-215,2.3646019
PU-216,1.1174717
PU-217,1.6400754
PU-218,2.284034
PU-219,1.4631844
PU-220,1.2748522
PU-221,1.421028
PU-222,2.156153
PU-223,1.4407122
PU-224,2.004707
PU-225,1.7647324
PU-226,1.9102954
PU-227,1.726164
PU-228,2.6225288
PU-229,2.2001312
PU-230,0.8967403
PU-231,1.4058743
PU-232,1.31214
PU-233,1.9073045
PU-234,1.6777161
PU-235,1.253021
PU-236,2.1464288
PU-237,3.0267954
PU-238,4.3801394
PU-239,2.177666
PU-240,3.5370607
PU-241,2.9906213
PU-242,2.680626
PU-243,2.9845712
PU-244,1.4249002
PU-245,1.7406459
PU-246,2.3911486
PU-247,1.0883402
PU-248,1.0104082
PU-249,1.1310916
PU-250,2.8160307
PU-251,3.4159923
PU-252,3.658213
PU-253,1.277275
PU-254,1.913999
PU-255,2.1777966
PU-256,2.4786942
PU-257,1.5311843
PU-258,3.5472317
PU-259,1.7059554
PU-260,2.7205603
PU-261,1.3971092
PU-262,2.3632479
PU-263,1.7691045
PU-264,1.6575148
PU-265,0.94266033
PU-266,3.322461
PU-267,3.038572
PU-268,2.031357
PU-269,2.676688
PU-270,1.7583203
PU-271,3.8822505
PU-272,2.0684462
PU-273,2.1546063
PU-274,2.9243057
PU-275,3.0054507
PU-276,2.3998175
PU-277,1.8158817
PU-278,1.2289627
PU-279,2.114673
PU-280,1.1909932
PU-281,1.2964529
PU-282,1.8065414
PU-283,1.1893469
PU-284,2.2597065
PU-285,1.603207
PU-286,3.13759
PU-287,1.8725249
PU-288,1.0332696
PU-289,1.2467846
PU-290,0.9969622
PU-291,2.1658583
PU-292,2.9352653
PU-293,0.9898231
PU-294,1.6553786
PU-295,4.241058
PU-296,1.5528506
PU-297,1.1289198
PU-298,1.1308509
PU-299,2.0100276
PU-300,2.6849265
PU-301,0.95422494
PU-302,1.4214058
PU-303,1.0617911
PU-304,2.7422047
PU-305,1.6932924
PU-306,2.1437457
PU-307,5.03607
PU-308,1.4374131
PU-309,2.1963754
PU-310,4.7153206
PU-311,4.5589023
PU-312,4.2564263
PU-313,3.8294716
PU-314,3.0550978
PU-315,3.6544075
PU-316,1.8326086
PU-317,1.710854
PU-318,1.2412055
PU-319,1.8710151
PU-320,1.2717605
PU-321,1.9377437
PU-322,1.5268383
PU-323,4.2481785
PU-324,1.095471
PU-325,2.4296792
PU-326,2.5736823
PU-327,2.9347808
PU-328,1.3376027
PU-329,2.1512892
PU-330,3.544989
PU-331,1.7930826
PU-332,2.1616092
PU-333,2.7421792
PU-334,1.5526342
PU-335,0.99439096
PU-336,1.2737182
PU-337,2.2246823
PU-338,2.0341902
PU-339,2.9019954
PU-340,1.1877893
PU-341,1.2479258
PU-342,0.95915407
PU-343,1.1752576
PU-344,1.064114
PU-345,2.7703557
PU-346,1.3061509
PU-347,0.98837185
PU-348,0.94247335
PU-349,2.461208
PU-350,1.0436481
PU-351,2.5647035
PU-352,1.9626594
PU-353,1.7146087
PU-354,1.9096789
PU-355,1.212081
PU-356,3.4414637
PU-357,1.2774574
PU-358,1.9657881
PU-359,1.7279272
PU-360,3.3094523
PU-361,0.89748186
PU-362,1.1293651
PU-363,0.9572265
PU-364,1.3517014
PU-365,2.3003263
PU-366,6.509983
PU-367,2.9101355
PU-368,1.4605602
PU-369,1.154838
PU-370,3.8650584
PU-371,2.1861005
PU-372,1.7863268
PU-373,1.8412799
PU-374,2.2408361
PU-375,1.3146516
PU-376,4.0100393
PU-377,1.529023
PU-378,2.3835504
PU-379,2.0296035
PU-380,1.705226
PU-381,2.4092927
PU-382,2.5214708
PU-383,1.6160417
PU-384,5.5475283
PU-385,1.5217983
PU-386,1.1462839
PU-387,1.0500053
PU-388,1.0820185
PU-389,1.1134797
PU-390,1.343287
PU-391,1.7484533
PU-392,1.5359341
PU-393,4.9379983
PU-394,1.4055326
PU-395,1.6829818
PU-396,2.4261885
PU-397,2.9172177
PU-398,1.1097244
PU-399,1.5126883
PU-400,1.0273659
PU-401,1.4987593
PU-402,1.468987
PU-403,1.1201894
PU-404,1.292567
PU-405,3.4858444
PU-406,1.707914
PU-407,1.9901743
PU-408,2.032396
PU-409,1.364911
PU-410,1.7756464
PU-411,3.7081
PU-412,1.9783611
PU-413,1.7457848
PU-414,1.8064262
PU-415,1.9926059
PU-416,1.2047247
PU-417,1.0705098
PU-418,2.4260366
PU-419,1.9124941
PU-420,0.75921553
PU-421,1.9222289
PU-422,3.1749167
PU-423,0.89353454
PU-424,1.7170022
PU-425,1.8070947
PU-426,1.1626978
PU-427,1.4341303
PU-428,1.4164847
PU-429,1.2948865
PU-430,1.386471
PU-431,3.3182502
PU-432,2.084478
PU-433,4.0681663
PU-434,1.8785394
PU-435,1.4159924
PU-436,1.5666463
PU-437,2.562289
PU-438,2.3300128
PU-439,1.941678
PU-440,2.0982442
PU-441,1.5962652
PU-442,1.496351
PU-443,2.9841416
PU-444,1.7194903
PU-445,1.2871436
PU-446,4.6036725
PU-447,4.364198
PU-448,3.1099079
PU-449,0.89817506
PU-450,0.93592614
PU-451,1.055602
PU-452,1.2020053
PU-453,0.9519809
PU-454,2.2190974
PU-455,2.0706384
PU-456,3.740976
PU-457,1.6890876
PU-458,1.5002311
PU-459,1.4380126
PU-460,1.40317
PU-461,1.9994602
PU-462,1.8180765
PU-463,1.310676
PU-464,1.4258782
PU-465,2.6124628
PU-466,1.0233611
PU-467,2.432764
PU-468,1.5173527
PU-469,1.3294675
PU-470,2.1234598
PU-471,1.0856763
PU-472,1.6401627
PU-473,1.5354873
PU-474,1.9893173
PU-475,1.7654967
PU-476,1.0167178
PU-477,1.2612025
PU-478,1.4887943
PU-479,1.5142865
PU-480,0.92206675
PU-481,1.2480378
PU-482,2.5606568
PU-483,2.1649
PU-484,1.656532
PU-485,1.2764189
PU-486,1.1160333
PU-487,2.4780672
PU-488,1.095759
PU-489,2.1210623
PU-490,3.042158
PU-491,2.0764818
PU-492,1.918867
PU-493,0.92922777
PU-494,1.0648422
PU-495,1.7002813
PU-496,2.1334932
PU-497,1.7430239
PU-498,1.6915432
PU-499,1.6560428
PU-500,1.658702
PU-501,4.6341662
PU-502,2.371404
PU-503,1.2585777
PU-504,1.8470073
PU-505,1.9929419
PU-506,2.0258212
PU-507,1.2220277
PU-508,1.4439878
PU-509,1.8294159
PU-510,3.9780264
PU-511,1.6021945
PU-512,2.444003
PU-513,1.525614
PU-514,1.1547434
PU-515,1.9575648
PU-516,1.2437676
PU-517,1.0567639
PU-518,0.98092866
PU-519,1.7819765
PU-520,3.4285896
PU-521,1.4996573
PU-522,1.3959336
PU-523,1.7066375
PU-524,3.7285726
PU-525,3.3181882
PU-526,4.1230454
PU-527,2.2889822
PU-528,1.3486954
PU-529,1.5839847
PU-530,0.98515934
PU-531,2.205638
PU-532,2.0844939
PU-533,1.9124682
PU-534,1.6729513
PU-535,1.7127715
PU-536,1.7307125
PU-537,1.8017704
PU-538,1.5080144
PU-539,1.1852428
PU-540,1.3486924
PU-541,0.9109659
PU-542,0.9442476
PU-543,2.1394455
PU-544,1.5591625
PU-545,1.2240716
PU-546,4.977979
PU-547,2.3901029
PU-548,1.5648836
PU-549,1.9111471
PU-550,1.0804925
PU-551,2.381167
PU-552,1.5625106
PU-553,3.5506034
PU-554,1.7179793
PU-555,1.2812935
PU-556,4.6251864
PU-557,1.2454327
PU-558,1.3866196
PU-559,2.0377915
PU-560,1.8236202
PU-561,1.9013207
PU-562,2.512131
PU-563,3.054984
PU-564,4.2442293
PU-565,1.9394737
PU-566,3.732375
PU-567,2.8959067
PU-568,1.3989023
PU-569,2.6906765
PU-570,1.6124674
PU-571,3.4827352
PU-572,2.512929
PU-573,1.4322088
PU-574,3.9411771
PU-575,1.7592162
PU-576,1.1686499
PU-577,1.0769746
PU-578,1.1823618
PU-579,2.2023344
PU-580,2.810303
PU-581,1.4030117
PU-582,1.441319
PU-583,1.7807597
PU-584,2.1823497
PU-585,1.8095516
PU-586,1.4303169
PU-587,3.3945293
PU-588,2.257448
PU-589,2.3017259
PU-590,1.0471729
PU-591,3.1680415
PU-592,1.4488243
PU-593,2.9694757
PU-594,1.4725438
PU-595,1.8454676
PU-596,2.432506
PU-597,1.0107242
PU-598,0.9864349
PU-599,1.0669968
PU-600,3.4293883
PU-601,1.0891019
PU-602,2.1012604
PU-603,1.1963993
PU-604,1.4171889
PU-605,1.3158259
PU-606,2.1226046
PU-607,3.2322395
PU-608,3.1141052
PU-609,4.197644
PU-610,3.3645618
PU-611,3.044232
PU-612,1.9569068
PU-613,2.5122051
PU-614,1.2618163
PU-615,2.392204
PU-616,1.7513257
PU-617,1.6702268
PU-618,1.7345344
PU-619,1.1160469
PU-620,1.5569156
PU-621,1.0610927
PU-622,1.3742664
PU-623,2.6704733
PU-624,1.2305558
PU-625,1.444718
PU-626,9.461288
PU-627,1.7199076
PU-628,1.5538633
PU-629,2.1231306
PU-630,2.1955438
PU-631,2.882774
PU-632,0.7839545
PU-633,0.94183886
PU-634,0.81723636
PU-635,1.7309222
PU-636,1.68836
PU-637,1.0713645
PU-638,1.7651303
PU-639,4.184214
PU-640,1.3949337
PU-641,2.5112758
PU-642,4.3020086
PU-643,3.02093
PU-644,1.09538
PU-645,3.6960247
PU-646,0.9810918
PU-647,1.4784255
PU-648,1.5895525
PU-649,2.7546177
PU-650,2.6486115
PU-651,2.7067897
PU-652,1.8643745
PU-653,1.8351316
PU-654,2.3733823
PU-655,1.561383
PU-656,2.3059192
PU-657,1.7159916
PU-658,1.7537619
PU-659,1.8942723
PU-660,1.8402469
PU-661,3.3862286
PU-662,2.0323608
PU-663,0.8606303
PU-664,1.3903792
PU-665,2.4811218
PU-666,1.7595702
PU-667,1.4052408
PU-668,1.1351097
PU-669,1.0584643
PU-670,1.7025504
PU-671,2.171701
PU-672,2.0004013
PU-673,1.3692523
PU-674,3.2684586
PU-675,1.5895109
PU-676,1.7918957
PU-677,2.5131838
PU-678,2.2794807
PU-679,2.1609688
PU-680,2.1350348
PU-681,2.784131
PU-682,1.6277335
PU-683,1.5517176
PU-684,4.6701374
PU-685,2.521582
PU-686,1.3962792
PU-687,2.5701933
PU-688,1.6267651
PU-689,2.545837
PU-690,2.7871456
PU-691,2.756603
PU-692,1.4067024
PU-693,1.4208145
PU-694,1.6663185
PU-695,2.8437915
PU-696,2.6269925
PU-697,0.72490597
PU-698,2.071417
PU-699,2.4643571
PU-700,4.4551134
PU-701,1.090184
PU-702,3.9064999
PU-703,1.659242
PU-704,1.7413536
PU-705,2.0013196
PU-706,1.8185444
PU-707,2.0437994
PU-708,1.5843728
PU-709,1.4247826
PU-710,3.1706934
PU-711,1.5216776
PU-712,0.8062606
PU-713,1.869409
PU-714,1.3716704
PU-715,1.6492097
PU-716,1.1211952
PU-717,2.6574273
PU-718,1.8361899
PU-719,0.93679225
PU-720,4.1708183
PU-721,2.9849153
PU-722,2.803969
PU-723,1.6494606
PU-724,2.1870668
PU-725,2.3203444
PU-726,6.0416374
PU-727,1.21871
PU-728,1.6329659
PU-729,1.8840628
PU-730,1.1099991
PU-731,1.84196
PU-732,0.95122355
PU-733,3.0348206
PU-734,2.7730472
PU-735,2.469829
PU-736,2.6893632
PU-737,1.3019136
PU-738,1.1146224
PU-739,2.3833914
PU-740,1.6885566
PU-741,3.3101547
PU-742,2.842556
PU-743,0.8773213
PU-744,3.193847
PU-745,1.4551234
PU-746,2.5448942
PU-747,1.0933013
PU-748,2.7006059
PU-749,1.112473
PU-750,1.0139706
PU-751,2.536772
PU-752,3.754
PU-753,2.0469565
PU-754,2.0409768
PU-755,1.4633198
PU-756,1.2399757
