ID,predicted_price
PU-1,1.6309922
PU-2,1.7052118
PU-3,2.7500749
PU-4,1.411423
PU-5,3.3326082
PU-6,1.7078712
PU-7,1.7475594
PU-8,1.7242544
PU-9,1.3875654
PU-10,1.6307886
PU-11,1.013099
PU-12,3.328803
PU-13,0.8798394
PU-14,1.9313912
PU-15,1.486079
PU-16,0.9880302
PU-17,2.878397
PU-18,2.6352916
PU-19,0.9487178
PU-20,3.1454816
PU-21,1.6236283
PU-22,1.6261594
PU-23,3.121748
PU-24,1.6320214
PU-25,2.496327
PU-26,1.8416185
PU-27,2.175972
PU-28,1.667761
PU-29,2.6051097
PU-30,1.5578723
PU-31,3.6649384
PU-32,1.2136744
PU-33,2.680406
PU-34,1.7448509
PU-35,1.738593
PU-36,1.3615173
PU-37,1.6219501
PU-38,3.0101457
PU-39,2.3687713
PU-40,2.1541324
PU-41,1.7689717
PU-42,1.2870438
PU-43,1.4029224
PU-44,1.987712
PU-45,1.7636847
PU-46,1.0166582
PU-47,1.4582148
PU-48,1.342954
PU-49,0.8151734
PU-50,2.5364585
PU-51,2.3504806
PU-52,2.0436425
PU-53,2.0946307
PU-54,2.1987278
PU-55,1.093574
PU-56,4.106898
PU-57,2.8497875
PU-58,2.3621783
PU-59,1.770031
PU-60,2.3257933
PU-61,1.2688744
PU-62,1.2645346
PU-63,2.0807009
PU-64,1.2826555
PU-65,5.7590737
PU-66,1.7412237
PU-67,1.979517
PU-68,1.2291967
PU-69,1.4009073
PU-70,1.8976693
PU-71,1.6585017
PU-72,2.7606583
PU-73,1.4555433
PU-74,2.4545288
PU-75,1.8389671
PU-76,1.0228034
PU-77,2.0282452
PU-78,0.8345554
PU-79,1.3722577
PU-80,1.147227
PU-81,1.2841544
PU-82,1.4081376
PU-83,1.5844829
PU-84,2.0032797
PU-85,3.778749
PU-86,1.2233667
PU-87,2.8103771
PU-88,1.1651969
PU-89,3.3293247
PU-90,3.0794744
PU-91,0.8965658
PU-92,1.0092255
PU-93,2.8558264
PU-94,1.5622848
PU-95,2.0250347
PU-96,1.7628418
PU-97,1.3989878
PU-98,2.1459002
PU-99,2.045328
PU-100,1.0027277
PU-101,1.2734861
PU-102,1.5517228
PU-103,1.2417585
PU-104,1.447902
PU-105,2.200603
PU-106,1.3824195
PU-107,0.8146806
PU-108,1.4129283
PU-109,2.0460145
PU-110,1.6760504
PU-111,1.3930519
PU-112,2.2811337
PU-113,1.7003003
PU-114,1.9112742
PU-115,1.9726404
PU-116,1.7554398
PU-117,1.8897346
PU-118,1.4263924
PU-119,1.2610505
PU-120,1.4351585
PU-121,1.146703
PU-122,2.212717
PU-123,2.6681929
PU-124,2.0629575
PU-125,1.8597195
PU-126,4.129614
PU-127,1.9039378
PU-128,1.95554
PU-129,1.4405402
PU-130,1.2453743
PU-131,2.3131232
PU-132,1.0804014
PU-133,2.1461499
PU-134,1.4360858
PU-135,1.991185
PU-136,1.9926801
PU-137,1.5447552
PU-138,2.0845158
PU-139,1.3949025
PU-140,2.403579
PU-141,3.4829211
PU-142,0.87784696
PU-143,2.1112752
PU-144,1.2885389
PU-145,1.8818951
PU-146,1.8594315
PU-147,2.080807
PU-148,1.0468161
PU-149,1.2625816
PU-150,1.4469541
PU-151,1.1908894
PU-152,1.5252088
PU-153,2.2856112
PU-154,1.4995484
PU-155,2.5296402
PU-156,1.7873276
PU-157,1.1855564
PU-158,1.2409673
PU-159,4.5253963
PU-160,1.608594
PU-161,0.9979703
PU-162,1.7573063
PU-163,1.0886769
PU-164,3.3608742
PU-165,4.7941546
PU-166,1.2550659
PU-167,1.5127344
PU-168,4.33326
PU-169,1.9711905
PU-170,0.97638285
PU-171,2.0721774
PU-172,1.8053261
PU-173,2.3246913
PU-174,1.2527983
PU-175,1.2571281
PU-176,1.9020605
PU-177,2.4129992
PU-178,2.0659308
PU-179,1.6443474
PU-180,1.5096645
PU-181,0.79300886
PU-182,3.2329483
PU-183,2.0798435
PU-184,2.4306302
PU-185,1.8060244
PU-186,4.249508
PU-187,2.205776
PU-188,1.252739
PU-189,1.1457902
PU-190,1.6481882
PU-191,3.1828122
PU-192,1.1540058
PU-193,1.3674096
PU-194,1.0586882
PU-195,1.61223
PU-196,3.8996005
PU-197,4.842217
PU-198,1.191479
PU-199,1.9984457
PU-200,1.569959
PU-201,2.8750105
PU-202,0.86594546
PU-203,3.4719052
PU-204,1.8085048
PU-205,1.4078174
PU-206,1.3846033
PU-207,1.4055867
PU-208,2.0051103
PU-209,3.1886425
PU-210,2.2025566
PU-211,1.3112513
PU-212,1.7353811
PU-213,1.7903943
PU-214,1.5470109
PU-215,2.2470496
PU-216,1.2758993
PU-217,1.6016976
PU-218,2.2958918
PU-219,1.4676694
PU-220,1.3251808
PU-221,1.4075556
PU-222,2.1706948
PU-223,1.3895328
PU-224,1.9498358
PU-225,1.8319273
PU-226,1.8094294
PU-227,1.7946372
PU-228,2.4822783
PU-229,2.1109588
PU-230,0.89415073
PU-231,1.5099714
PU-232,1.3602595
PU-233,1.9161322
PU-234,1.7396054
PU-235,1.1768149
PU-236,2.2717803
PU-237,2.8472872
PU-238,4.0655136
PU-239,2.4233503
PU-240,3.2333622
PU-241,2.6194522
PU-242,2.53527
PU-243,2.7182934
PU-244,1.4968549
PU-245,1.7745138
PU-246,2.1305752
PU-247,1.171401
PU-248,1.0649146
PU-249,1.2356273
PU-250,2.8792157
PU-251,3.1011782
PU-252,3.4598887
PU-253,1.347511
PU-254,1.9075077
PU-255,2.100236
PU-256,2.480317
PU-257,1.575001
PU-258,3.153284
PU-259,1.4725378
PU-260,2.7508237
PU-261,1.3608547
PU-262,2.140738
PU-263,1.7695704
PU-264,1.6827834
PU-265,0.96894056
PU-266,3.0501823
PU-267,2.867306
PU-268,2.0242786
PU-269,2.3995452
PU-270,1.6904819
PU-271,3.402235
PU-272,2.0676284
PU-273,2.0500503
PU-274,2.9482598
PU-275,3.007004
PU-276,2.3000998
PU-277,1.7877765
PU-278,1.1978142
PU-279,2.0890536
PU-280,1.2966213
PU-281,1.1442127
PU-282,1.754203
PU-283,1.2073836
PU-284,2.2851145
PU-285,1.6363267
PU-286,3.0179734
PU-287,1.806818
PU-288,1.0670636
PU-289,1.1874943
PU-290,1.0086111
PU-291,2.1279821
PU-292,2.8795688
PU-293,1.0671041
PU-294,1.7096382
PU-295,4.0384464
PU-296,1.44233
PU-297,1.1824334
PU-298,1.1210277
PU-299,1.9017918
PU-300,2.9290977
PU-301,0.9675866
PU-302,1.4679341
PU-303,1.1170425
PU-304,2.4928143
PU-305,1.6674869
PU-306,2.1127415
PU-307,5.258227
PU-308,1.4019241
PU-309,2.0236642
PU-310,4.065998
PU-311,4.0768423
PU-312,3.81925
PU-313,3.6607914
PU-314,2.568624
PU-315,3.6092525
PU-316,1.7569474
PU-317,1.8892231
PU-318,1.2497618
PU-319,2.0187483
PU-320,1.266243
PU-321,1.8583305
PU-322,1.5182683
PU-323,3.5416412
PU-324,1.0923092
PU-325,2.4307506
PU-326,2.5089884
PU-327,2.621798
PU-328,1.370197
PU-329,2.082776
PU-330,3.255231
PU-331,1.5637321
PU-332,2.3456857
PU-333,2.8478532
PU-334,1.3652272
PU-335,0.9997697
PU-336,1.349054
PU-337,2.3211625
PU-338,2.0110822
PU-339,2.8254712
PU-340,1.2736251
PU-341,1.2760689
PU-342,0.83843225
PU-343,1.2734685
PU-344,0.977039
PU-345,2.4771767
PU-346,1.3363042
PU-347,1.0728076
PU-348,0.8256764
PU-349,2.1273813
PU-350,1.0176429
PU-351,2.520246
PU-352,1.8846043
PU-353,1.7020482
PU-354,1.7616098
PU-355,1.3193291
PU-356,3.1554608
PU-357,1.1965572
PU-358,1.8406372
PU-359,1.8062502
PU-360,3.0757022
PU-361,0.93496346
PU-362,1.2078586
PU-363,1.0004569
PU-364,1.3946323
PU-365,2.2747388
PU-366,6.2797046
PU-367,2.8306494
PU-368,1.4936888
PU-369,1.1994985
PU-370,3.3958883
PU-371,2.130722
PU-372,1.7234714
PU-373,1.8195877
PU-374,2.2522447
PU-375,1.2820051
PU-376,3.7942479
PU-377,1.3561604
PU-378,2.163775
PU-379,1.9143593
PU-380,1.8568081
PU-381,2.209868
PU-382,2.3493576
PU-383,1.5599742
PU-384,5.294394
PU-385,1.6408641
PU-386,1.2180562
PU-387,1.0521649
PU-388,1.0408844
PU-389,1.2640353
PU-390,1.3618762
PU-391,1.6884065
PU-392,1.5128881
PU-393,4.217568
PU-394,1.457267
PU-395,1.7211078
PU-396,2.5106964
PU-397,2.963326
PU-398,1.1330888
PU-399,1.4273906
PU-400,0.9768318
PU-401,1.3936868
PU-402,1.4896172
PU-403,1.1553478
PU-404,1.3327665
PU-405,2.8641229
PU-406,1.7058605
PU-407,1.6682554
PU-408,2.0738258
PU-409,1.2485282
PU-410,1.7690667
PU-411,3.0307064
PU-412,1.8498616
PU-413,1.7619858
PU-414,1.7875043
PU-415,1.9459207
PU-416,1.2000394
PU-417,1.135385
PU-418,2.3084872
PU-419,1.871572
PU-420,0.8338227
PU-421,1.9488486
PU-422,3.080637
PU-423,0.930739
PU-424,1.6935246
PU-425,1.8774052
PU-426,1.2269692
PU-427,1.2565482
PU-428,1.4517188
PU-429,1.3974504
PU-430,1.4557271
PU-431,3.2275448
PU-432,2.0165746
PU-433,3.7657518
PU-434,1.9604306
PU-435,1.4649656
PU-436,1.5279282
PU-437,2.6064515
PU-438,2.2863104
PU-439,1.8907166
PU-440,2.0148096
PU-441,1.5039232
PU-442,1.5721793
PU-443,2.7377367
PU-444,1.7331806
PU-445,1.1099789
PU-446,4.091978
PU-447,3.8001475
PU-448,3.0200093
PU-449,0.94333565
PU-450,0.96654975
PU-451,1.0399103
PU-452,1.289688
PU-453,1.0056813
PU-454,2.1898613
PU-455,1.9258778
PU-456,3.521495
PU-457,1.6581051
PU-458,1.3119886
PU-459,1.422366
PU-460,2.6972725
PU-461,2.0679739
PU-462,2.0025225
PU-463,1.2053609
PU-464,1.4166759
PU-465,2.5424914
PU-466,0.99630237
PU-467,2.4024167
PU-468,1.4589185
PU-469,1.3590631
PU-470,2.0964022
PU-471,1.1764536
PU-472,1.644336
PU-473,1.5964944
PU-474,1.9341223
PU-475,1.768717
PU-476,1.0883778
PU-477,1.277213
PU-478,1.3667619
PU-479,1.4331169
PU-480,0.97945786
PU-481,1.1119552
PU-482,2.3297062
PU-483,2.3218293
PU-484,1.7125386
PU-485,1.2821169
PU-486,1.0676526
PU-487,2.4185
PU-488,1.0636055
PU-489,2.058575
PU-490,3.037806
PU-491,1.9840972
PU-492,1.8809372
PU-493,0.8752888
PU-494,1.2196432
PU-495,1.6091943
PU-496,2.392908
PU-497,1.7187562
PU-498,1.710794
PU-499,1.6605921
PU-500,1.6672388
PU-501,4.1204443
PU-502,2.2561903
PU-503,1.3416235
PU-504,1.7775484
PU-505,1.9617367
PU-506,1.8459485
PU-507,1.301268
PU-508,1.5473365
PU-509,1.4413284
PU-510,3.579994
PU-511,1.5036268
PU-512,2.4734097
PU-513,1.4771694
PU-514,1.0898422
PU-515,1.938297
PU-516,1.2583345
PU-517,1.0564303
PU-518,1.2293365
PU-519,2.007262
PU-520,3.3197317
PU-521,1.5584612
PU-522,1.4168745
PU-523,1.6295038
PU-524,3.4086971
PU-525,3.2110043
PU-526,3.657714
PU-527,2.33036
PU-528,1.2928495
PU-529,1.588755
PU-530,1.0039059
PU-531,2.3083425
PU-532,2.1180718
PU-533,2.0401633
PU-534,1.7235475
PU-535,1.9844551
PU-536,1.769213
PU-537,1.8103216
PU-538,1.6305751
PU-539,1.1795237
PU-540,1.4547188
PU-541,0.95156395
PU-542,1.0431837
PU-543,2.0643358
PU-544,1.5042846
PU-545,1.2869349
PU-546,4.3176436
PU-547,2.2562325
PU-548,1.4994047
PU-549,1.9225622
PU-550,1.150089
PU-551,2.3153055
PU-552,1.6035485
PU-553,3.3213346
PU-554,1.6893704
PU-555,1.181766
PU-556,4.5143275
PU-557,1.1544907
PU-558,1.3990204
PU-559,2.0298944
PU-560,1.7990263
PU-561,1.8569198
PU-562,2.4320493
PU-563,2.789545
PU-564,4.145818
PU-565,1.8594868
PU-566,3.4418607
PU-567,2.844961
PU-568,1.3014678
PU-569,2.5144002
PU-570,1.6254005
PU-571,3.05787
PU-572,2.371721
PU-573,1.6656669
PU-574,3.6895013
PU-575,1.8840758
